QuestionID,Year,Exam,Subject,Chapter,Topic,Question,OptionA,OptionB,OptionC,OptionD,OptionE,CorrectAnswer,Explanation,Hint,
BCH-MS1-164,2026,Gynecology - 07/26 - July 08 - Evening,Biochemistry,Metabolic System,,"A patient presents with diarrhea, dermatitis, and dementia. Which vitamin deficiency is most likely?",Vitamin B12 deficiency,Folate deficiency,Niacin deficiency (Pellagra),Riboflavin deficiency,,C,,,
BCH-MS1-165,2026,Radiology - 07/26 - July 07 - Morning,Biochemistry,Metabolic System,,"A patient with a myeloproliferative disorder is prescribed hydroxyurea, a ribonucleotide reductase inhibitor. Which reaction does this enzyme normally catalyze?",ATP -> ADP,ADP -> ATP,Ribonucleotides -> Deoxyribonucleotides,Ribose -> Ribulose,,C,"Ribonucleotide reductase converts ribonucleotides into deoxyribonucleotides. This step is essential for DNA synthesis. Hydroxyurea inhibits this enzyme, reducing DNA replication.",,
BCH-MS1-166,2026,Anesthesia - 07/26 - July 07 - Evening,Biochemistry,Metabolic System,,Which laboratory test best reflects the body's vitamin D status?,"1,25-Dihydroxyvitamin D",Vitamin D-binding protein,Serum 25-hydroxyvitamin D [25(OH)D],Serum calcium,,C,,,
BCH-MS1-167,2026,"Gynecology - 01/26 - January 5 - Morning, Medicine - 01/26 - January 8 - Morning",Biochemistry,Metabolic System,,"A patient has elevated levels of triglycerides, long chain fatty acids and lipid vacuoles in muscles due to which of the following?",Carnitine deficiency,Lipoprotein lipase,Tay sachs disease,Sphingomyelin,,A,,,
BCH-MS1-168,2026,Anesthesia - 07/26 - July 07 - Evening,Biochemistry,Metabolic System,,Which is an essential fatty acid?,Palmitic acid,Oleic acid,Linoleic acid,Stearic acid,,C,,,
BCH-MS1-169,2025,Medicine - 08/25 - August 5 - Evening,Biochemistry,Metabolic System,,A patient is exposed to cyanide poisoning. Cyanide inhibits which of the following enzymes critical for cellular respiration?,NADPH oxidase,Cytochrome oxidase (Complex IV),Lactate dehydrogenase,Succinate dehydrogenase,Acetyl-CoA dehydrogenase,B,,,
BCH-MS1-170,2026,Medicine - 07/26 - July 9 - Afternoon,Biochemistry,Metabolic System,,Girl on keto diet presnet with vomiting abdominal pain glucose normal ketone bodies why are these ketone bodies formed,Hypoxic injury,Cellular injury,Carnitine defecicnecy,TCA cycle defect,,D,,,
BCH-MS1-171,2026,Radiology - 04/26 - April 8 - Evening,Biochemistry,Metabolic System,,"Regarding the characteristics of Free Fatty Acids (FFAs) in the bloodstream, which of the following is true?",They are metabolically inert,They are unaffected by epinephrine,They remain bound to albumin,They are water-soluble molecules,They cannot be used by the heart for energy,C,,,
BCH-MS1-172,2025,Medicine - 08/25 - August 6 - Morning,Biochemistry,Metabolic System,,Which vitamin acts as a coenzyme in carboxylation reactions important for glucose metabolism?,Niacin,Biotin,Pyridoxine,Thiamine,Riboflavin,B,,,
BCH-MS1-173,2026,Gynecology - 07/26 - July 08 - Morning,Biochemistry,Metabolic System,,The cofactor required for decarboxylase enzymes is:,Biotin,Folic acid,Pyridoxal phosphate (Vitamin B6),Thiamine,,C,"Cofactor for Decarboxylases PLP Dependency: Pyridoxal phosphate (Vitamin B6) is the essential coenzyme needed for transamination, deamination, and decarboxylation of amino acids (e.g., converting histidine to histamine). Others: Biotin (B7) is for carboxylases. Thiamine (B1) is for oxidative decarboxylases (like pyruvate dehydrogenase), but PLP is the universal cofactor for basic amino acid decarboxylases.",,
BCH-MS1-174,2025,Surgery - 08/25 - August 7 - Morning,Biochemistry,Metabolic System,,Most common great vessel abnormality:,ASD,VSD,PDA,TOF,,C,,,
BCH-MS1-175,2025,Medicine - 08/25 - August 4 - Evening,Biochemistry,Metabolic System,,"A 2 year old child presents with developmental delay, hypotonia, and metabolic acidosis. Lab evaluation suggests impaired gluconeogenesis due to deficiency of an enzyme that requires biotin as a cofactor. Which of the following enzymes is most likely deficient?",Pyruvate decarboxylase,Pyruvate carboxylase,Alpha-ketoglutarate dehydrogenase,Transketolase,Succinate dehydrogenase,B,,,
BCH-MS1-176,2026,Medicine - 01/26 - January 6 - Evening,Biochemistry,Metabolic System,,Garlic contains HMG-CoA reductase inhibitor which decreases biosynthesis of which molecule?,Lipid biosynthesis,Cholesterol biosynthesis,Glycogen biosynthesis,Triglyceride biosynthesis,Sucrose biosynthesis,B,,,
BCH-MS1-177,2026,Anesthesia - 07/26 - July 07 - Evening,Biochemistry,Metabolic System,,Which of the following is a non-essential amino acid?,Lysine,Leucine,Tyrosine,Tryptophan,Methionine,C,,,
BCH-MS1-178,2026,Medicine - 04/26 - April 8 - Evening,Biochemistry,Metabolic System,,"During the synthesis of non-essential amino acids via transamination, from which amino acid is the alpha amino group most commonly derived to act as a universal donor?",Glutamate,Histidine,Tyrosine,Tryptophan,,A,,,
BCH-MS1-179,2026,Medicine - 04/26 - April 9 - Evening,Biochemistry,Metabolic System,,"A newborn is screened for metabolic disorders shortly after birth. Later testing reveals elevated phenylalanine levels and decreased tyrosine levels. The infant is at risk for intellectual disability, musty body odor, and hypopigmentation if untreated. Which of the following enzyme deficiencies is most likely responsible?",Homocystinuria,Galactose-1-phosphate uridyltransferase,Phenylalanine hydroxylase,Tyrosinase,Branched-chain a-ketoacid dehydrogenase,C,,,
BCH-MS1-180,2026,Gynecology - 07/26 - July 08 - Evening,Biochemistry,Metabolic System,,A child has a musty body odor and elevated phenylalanine levels. Which enzyme is deficient?,Homogentisate oxidase,Branched-chain α-ketoacid dehydrogenase,Phenylalanine hydroxylase,Tyrosinase,,C,"PKU is caused by a deficiency in phenylalanine hydroxylase, preventing the conversion of phenylalanine to tyrosine.",,
BCH-MS1-181,2026,Medicine - 07/26 - July 9 - Morning,Biochemistry,Metabolic System,,Deficiency of which enzyme causes Maple Syrup Urine Disease?,Phenylalanine hydroxylase,Homogentisate oxidase,Branched-chain α-ketoacid dehydrogenase,Tyrosinase,,C,,,
BCH-MS1-182,2026,Gynecology - 01/26 - January 7 - Evening,Biochemistry,Metabolic System,,Which of the following enzyme deficiency occurs in Maple syrup urine disease?,Branched chain Alpha ketoacid dehydrogenase,Phenylalanine hydroxylase,Homogentisatic acid synthase,Tyrosinase,,A,,,
BCH-MS1-183,2026,Surgery - 04/26 - April 7 - Night,Biochemistry,Metabolic System,,Which of the following enzyme deficiency occurs in phenylketonuria?,Branched chain Alpha ketoacid dehydrogenase,Phenylalanine hydroxylase,Homogentisatic acid synthase,Tyrosinase,,B,,,
BCH-MS1-184,2026,Anesthesia - 07/26 - July 07 - Morning,Biochemistry,Metabolic System,,"A 19 year old college student undergoes a routine nutritional assessment. She has no symptoms, follows a balanced diet, and has normal growth and development. During the discussion, she is asked to identify an amino acid that can normally be synthesized by the human body and therefore does not need to be obtained exclusively from the diet. Which of the following is a non-essential amino acid?",Lysine,Leucine,Tryptophan,Tyrosine,Methionine,D,,,
BCH-MS1-185,2026,Medicine - 01/26 - January 6 - Evening,Biochemistry,Metabolic System,,A Five days old newborn presented with poor feeding vomiting lethargy and seizures. The parents noticed that the infant urine has a sweet maple syrup order which deficiency is responsible for this condition.,Branched-chain alpha-keto acid dehydrogenase,Phenylalanine hydroxylase,Homogentisate oxidase,Tyrosine aminotransferase,Propionyl-CoA carboxylase,A,,,
BCH-MS1-186,2026,Surgery - 04/26 - April 7 - Night,Biochemistry,Metabolic System,,Which of the following enzyme is deficient in Alkaptonuria?,Homogentisate dioxygenase,Tyrosinase,Phenylalanine hydroxylase,Tyrosine aminotransferase,,A,,,
BCH-MS1-187,2026,Radiology - 04/26 - April 8 - Evening,Biochemistry,Metabolic System,,"A neonate is evaluated for developmental delay and a tendency toward fair skin and blue eyes compared to other family members. A urine test is performed, and the addition of Ferric Chloride results in a persistent blue-green color change. What is the most likely diagnosis?",Alkaptonuria,Phenylketonuria (PKU),Maple Syrup Urine Disease (MSUD),Tyrosinemia,Homocystinuria,B,,,
BCH-MS1-188,2026,Medicine - 07/26 - July 7 - Evening,Biochemistry,Metabolic System,,"A patient has dark urine on standing, bluish-black pigmentation of the ear cartilage, and degenerative arthritis. Which disorder is most likely?",Phenylketonuria,Alkaptonuria,Maple syrup urine disease,Tyrosinemia,,B,,,
BCH-MS1-189,2026,Anesthesia - 07/26 - July 07 - Evening,Biochemistry,Metabolic System,,"A boy having skin lesions and increased photosensitivity, caused by deficiency of:",ALA synthase,Ferrochelatase,Porphobilinogen deaminase,Uroporphyrinogen decarboxylase,,D,,,
BCH-MS1-190,2026,Medicine - 01/26 - January 7 - Morning,Biochemistry,Metabolic System,,A child presented with complains of having urine with a specific odor of maple syrup. Which of the following is the underlying cause.,Alkaptonuria,Branched chain ketoacid disorder,Urobilinogen,UTI,Hemophilia,B,,,
BCH-MS1-191,2026,Medicine - 07/26 - July 9 - Afternoon,Biochemistry,Metabolic System,,"A patient presents with dermatitis, diarrhea, and dementia. Deficiency of which vitamin is responsiblefor this condition?",Vitamin B1 (Thiamine),Vitamin B3 (Niacin),Vitamin B6 (Pyridoxine),Vitamin B12 (Cobalamin),,B,,,
BCH-MS1-192,2026,Medicine - 01/26 - January 5 - Evening,Biochemistry,Metabolic System,,"Pyruvate carboxylase, an enzyme in gluconeogenesis, requires which cofactor?",Vitamin B1,Vitamin B7,Vitamin B12,Vitamin B6,,B,,,
BCH-MS1-193,2026,Gynecology - 07/26 - July 08 - Morning,Biochemistry,Metabolic System,,Pyruvate carboxylase requires which vitamin as a cofactor?,Vitamin B1 (Thiamine),Vitamin B2 (Riboflavin),Vitamin B6 (Pyridoxine),Vitamin B7 (Biotin),,D,,,
BCH-MS1-194,2025,Medicine - 08/25 - August 5 - Morning,Biochemistry,Metabolic System,,"Which of the following vitamin is involved in synthesis of neurotransmitters like GABA, serotonin and epinephrine?",Vitamin B1,Vitamin B3,Vitamin B6,Vitamin B9,Vitamin B12,C,,,
BCH-MS1-195,2026,Medicine - 07/26 - July 10 - Morning,Biochemistry,Metabolic System,,"The pyruvate dehydrogenase complex requires several cofactors. From the given options, which vitamin is the correct answer?",Vitamin B12,Riboflavin (FAD),Vitamin C,Vitamin K,,B,,,
BCH-MS1-196,2025,Medicine - 08/25 - August 6 - Morning,Biochemistry,Metabolic System,,A patient is advised a low-fat diet. Which of the following lipoprotein levels is most likely to decrease as a result?,LDL,HDL,Chylomicrons,VLDL,Lipoprotein,C,,,
BCH-MS1-197,2026,Gynecology - 07/26 - July 08 - Morning,Biochemistry,Metabolic System,,A child presents with self-mutilation and intellectual disability. The diagnosis is:,Phenylketonuria,Lesch-Nyhan syndrome,Tay-Sachs disease,Wilson disease,,B,,,
BCH-MS1-198,2026,Medicine - 04/26 - April 8 - Evening,Biochemistry,Metabolic System,,Free Fatty Acids are released from adipose tissue into the bloodstream. How are these highly hydrophobic molecules transported to other tissues?,Bound to betA lipoproteins,Bound to Albumin,Dissolved directly in plasma,Within Chylomicrons,,B,,,
BCH-MS1-199,2026,Medicine - 07/26 - July 9 - Afternoon,Biochemistry,Metabolic System,,A young male presents with recurrent attacks of gout despite having no significant dietary risk factors. Laboratory investigations reveal marked hyperuricemia due to increased purine synthesis. Which of the following enzyme abnormalities is most likely responsible?,Hypoxanthine-guanine phosphoribosyltransferase (HGPRT) deficiency,PRPP synthetase II overactivity,Adenosine deaminase deficiency,Xanthine oxidase deficiency,Dihydrofolate reductase deficiency,B,,,
BCH-MS1-200,2026,Medicine - 04/26 - April 8 - Evening,Biochemistry,Metabolic System,,A child is diagnosed with Alkaptonuria presenting with black urine. Which vitamin can help reduce the accumulation of toxic pigment?,Iron,Vit C,Vit D,Zinc,,B,,,
BCH-MS1-201,2026,Anesthesia - 07/26 - July 07 - Morning,Biochemistry,Metabolic System,,"A 3-day-old newborn presents with poor feeding, vomiting, lethargy, and tachypnea. Laboratory investigations reveal marked hyperammonemia with elevated urinary orotic acid. Which of the following metabolic pathways is primarily affected?",Urea cycle,Purine synthesis pathway,Glycolysis,β-Oxidation of fatty acids,Heme synthesis,A,,,
BCH-MS1-202,2026,Medicine - 07/26 - July 7 - Evening,Biochemistry,Metabolic System,,A patient with hepatitis C develops photosensitivity and blistering skin lesions on sun-exposed areas. Which porphyrin is increased?,Coproporphyrin,Protoporphyrin,Uroporphyrin,δ-Aminolevulinic acid (ALA),,C,,,
GEN-MS1-001,2026,Medicine - 04/26 - April 8 - Evening,Genetics,Metabolic System,,"A 45 year old male presents with skin hyperpigmentation, diabetes, and hepatomegaly. Investigations confirm Hereditary Haemochromatosis. Which genetic mutation is most commonly involved?",HEP,C282Y,ASP1,ALP,,B,,,
GEN-MS1-002,2026,Medicine - 07/26 - July 10 - Morning,Genetics,Metabolic System,,Menkes syndrome is caused by mutation in which gene?,ATP7B,ATP7A,CFTR,HFE,,B,,,
GEN-MS1-003,2026,Gynecology - 04/26 - April 8 - Morning,Genetics,Metabolic System,,"A Jewish lady at 16 weeks' gestation is adopted and has an unknown family history. Her husband is ""half-Jewish."" What is the most appropriate next step for genetic screening?",Tay-Sachs screening for the mother,Quadruple test,Amniocentesis,No intervention needed,,A,,,
GEN-MS1-004,2025,Medicine - 08/25 - August 5 - Evening,Genetics,Metabolic System,,A 22 year old man presents with sudden involuntary flinging movements of his left arm and leg. He also has lens dislocation on ophthalmologic exam. Which of the following genetic disorders best explains his presentation?,Marfan syndrome,Homocystinuria,Huntington disease,Wilson disease,Ehlers-Danlos syndrome,B,,,
MED-MS1-001,2026,Medicine - 07/26 - July 9 - Afternoon,Medicine,Metabolic System,,"A young female presents with severe recurrent abdominal pain associated with lower limb weakness and altered mental status. Multiple episodes have occurred in the past, but extensive investigations failed to identify a surgical cause. Acute appendicitis and other abdominal pathologies are ruled out. Her partner reports similar unexplained episodes in the past. The most likely diagnosis is:",Neurotic disorder,Acute intermittent porphyria,Porphyria cutanea tarda,Familial Mediterranean fever,,B,,,
MED-MS1-002,2026,Medicine - 04/26 - April 8 - Night,Medicine,Metabolic System,,A child is diagnosed with familial hyperlipoproteinemia type I. What is the most appropriate management?,High fat diet with statins,Low fat diet with weight loss,High carbohydrate diet,Fibrate monotherapy,Ezetimibe only,B,,,
MED-MS1-003,2026,Medicine - 01/26 - January 8 - Morning,Medicine,Metabolic System,,"A young patient presents with hepatic dysfunction, neurological tremors, and green-brown rings at the corneal margin. Which disorder is most likely?",Hemochromatosis,Wilson disease,Chronic hepatitis B,Gilbert syndrome,,B,,,
MED-MS1-004,2026,Surgery - 04/26 - April 8 - Morning,Medicine,Metabolic System,,A patient is diagnosed with Type 1 Hyperlipoproteinemia. What is the mainstay of management for this condition?,Very low-fat diet,High protein diet,Statin therapy only,High carbohydrate diet,,A,,,
